sentences	labels
Please take John Harwood's pen away. He is incapable of unbiased reporting.	1
But refugees! Marijuana! Peoplekind! Gun control!	1
Definitely not as a democracy because its a Constitutional Republic!!	0
You are so sweet and adorable oppa	0
white supremacist? You mean Antifa?	0
I’ve proven that gun control leads to lower gun deaths. You’ve chosen to ignore it and accuse the study of being falsified without any proof. Do you have any proof they used 5 states as you mentioned? Or are you going to continue to ignore me asking for clarification?	1
democrats and liberals don’t give a damn about allegedly committing physical violence on his ex-girlfriend but they all rush to discredit Kavanaugh for a 35 year old “vague” 11th hour accusation. walkaway Hypocrites	1
The real Antifa	0
Looks Like The Jokes On Liberals Again. FortTrump Poland BoomingEconomy URL	0
Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.	1
She is incredibly stupid and perhaps the reason why she was chosen to ‘entropy‘ the trade talks. Trudeau will destroy everything of reason in Canada. Would you allow a terrorist destroy Canada? Then why have Trudeau?	1
And we don't need Levi jeans who just jumped on the gun control band wagon.	0
He is a coward.	1
She is	0
Be careful Mr Tepper! Be very careful!!!!	0
He is a legend	0
chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t fucking get it.	1
Freedom of speech is only if you agree with the Left	0
If Brookee Baldwin and Erin Burnett start showing cleavage to their Boobies CNN just might.	1
His ego gets in the way. He is not a great coach. Good but not great. There are several coaches that could win with the talent at Auburn.	0
"Entire audience"" Yeah, that's solid reporting. LOL."""	0
girl you are SO beautiful	0
Followed all Patriots and retweeted	0
This is how libs circle the wagons and protect each other.	0
I don't agree with you. But if you want to see a real damsel in distress play the fucking marry Jane missions. They are soooo boring . she's so stupid. URL	1
TuesdayThoughts Seems like Twatter has released the Kraken on Conservatives posting today. WONDER WHY? URL	0
Yea Jeff should go. Antifa is a terrorist organization	1
Why did the democrats have to jam far left liberal judges down conservatives throat? Every liberal judge should be investigated all the way back to grade school. The only lowlife here is you.	1
She is so alert! Babies aren't always so aware.	0
Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!	1
Never going to get used to people vilvilifying teachers.	0
Quick Preview Summary: Blame Democrats Blame Obama Blame gun control Blame blacks (passively) Blame Democrats	1
You have no right to assume she is telling anything less than the truth. Because you side with Kavanaugh says more about you than him. I hope the voters in your state understand than you will always side with him. And consequently always side against her. Shame on you!VoteBlue	0
As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.	0
I can tell you are lying because her lips are moving. To think I voted for you and your lies. What a mug. The conservatives will never receive my vote again.	0
Liberals are the worst sexists. Not all women speak truth especially political activists. Try judging the veracity of the allegation by evidence instead of gender.	1
I never said that. I merely refuted the statement that they don’t have a tight end. Virgil Green is a solid tight end when he is surrounded by the talent that the chargers have	0
As I’m watching it Bentley kept looking at me he being crate trained again so we good for now. He only allowed out to eat pee and shit and occasionally play time ‍	1
Liberals are muck rakers. They have NO platform to run on. NONE! Culling vulnerable people from the late decades... of the last century... of the previous millennium... shows how desperate they are to be heard. Now they’re loitering around high schools looking for rumors. Sad!	1
She is so stupid it scares us average Americans that she makes decisions on our behalf	1
Owl’s kid will be the commander of Antifa one day. He/She won’t have time for college because they will be too busy fighting Nazis on camera	0
It’s ok Brenda we know how passionate you are about things too.We love ya!	0
Describing Myself in 3 fictional characters	0
One of a kind she is	0
I love your movies so much and I think you are amazing and beautiful	0
Epic fail on that front. Hopefully she will succeed in the future.	0
He is following orders. Simple.	0
He is kidding no one. His paper towel throwing stunt was seen around the world. He looked the ridiculous clown yet again. And we as a nation were scorned for the epic fail of a rescue mission to Puerto Rico.	1
"Bible says thou shalt not kill"" just curious where u stand on gun control if u want to be talk about baby killers. Theres no distinction in the bible about who or what gets killed."""	0
Lmfaoo! bitch	1
Conservatives wont whitewash the accusations...both sides will be heard! In private and again in public if necessary...let THEM hash out the actual significance of an event 37years ago between a 17yr old BOY and a 15yr old GIRL.. I would go so far as to say let each cross-examine	0
Call bullsht just poor losser	1
Rampant crime? You mean Chicago a dem city that has the highest gun control of the country? Taking credit for a black man? Everything fell or stagnated with Obama. And caging brown families? Clinton Bush and Obama did it to a far worst extent. And thier illegal so whatever.	0
Because he is a traitor	1
It's a red zone with no TDs.	0
"4./presumably you think liberals,"" are as trivial as women and their complaining. You wonder why Dr. Ford does not want to surrender herself to such a harrowing experience before you all?"	1
Really another one holy crap wow all brought to you by the Liberals.	1
She can't tell her story while I was my car in the rain. Yes. She is a whore her life is just that. Fuck People for money. This is no exceptions	1
And you are a football fan too !	0
UofGH Justice Studies Assistant Program Head Dr. Glenn Hanna recently took part in a series of interviews with CBC radio regarding gun control and what a potential ban on handguns and assault rifles could mean for Canada. Listen to the interview here: URL URL	0
hello angel i'm really sorry to bother you with my message i can't help it you are too beautiful. this is for you	0
I feel her emotion and almost cry when watch her saying in this film for 2nd time. She is strong	0
Joe’s number one rule is respect 90. WC did not. I love the kid. He is kinda gassed. Frustrated that hitting went bad after all star game. He will learn from it. Go Cubs!	0
